DateTime,T,P,RH,WS,NR
09/04/2016 16:00,14.3,0.0,39.4,3.5,58.8
09/04/2016 17:00,13.5,0.0,45.4,3.1,-12.2
09/04/2016 18:00,12.2,0.0,54.6,2.1,-28.3
09/04/2016 19:00,10.6,0.0,57.2,2.2,-71.0
09/04/2016 20:00,9.5,0.0,60.1,1.7,-56.5
09/04/2016 21:00,9.7,0.0,64.6,1.9,-46.3
09/04/2016 22:00,7.8,0.0,70.9,1.4,-76.5
09/04/2016 23:00,6.3,0.0,73.9,1.8,-78.9
10/04/2016 00:00,6.2,0.0,71.0,1.6,-72.1
10/04/2016 01:00,6.7,0.0,72.1,1.2,-37.1
10/04/2016 02:00,7.4,0.0,72.6,0.8,-23.4
10/04/2016 03:00,7.1,0.0,73.7,0.5,-13.2
10/04/2016 04:00,7.4,0.0,72.4,0.7,-14.3
10/04/2016 05:00,7.9,0.0,82.2,1.8,-14.2
10/04/2016 06:00,7.6,0.0,87.9,1.7,-0.8
10/04/2016 07:00,7.2,0.1,88.9,1.1,37.4
10/04/2016 08:00,7.6,0.0,87.7,0.8,102.4
10/04/2016 09:00,8.2,0.0,84.0,1.5,183.4
10/04/2016 10:00,9.5,0.0,77.8,1.3,297.8
10/04/2016 11:00,11.2,0.0,66.8,2.3,433.9
10/04/2016 12:00,13.0,0.0,56.8,3.1,433.8
10/04/2016 13:00,14.8,0.0,45.3,3.5,423.4
10/04/2016 14:00,16.3,0.0,41.9,5.5,332.8
10/04/2016 15:00,16.7,0.0,38.4,4.2,245.4
10/04/2016 16:00,16.9,0.0,37.8,3.9,197.0
10/04/2016 17:00,16.6,0.0,42.2,4.1,81.6
10/04/2016 18:00,15.9,0.0,45.4,3.6,-26.2
10/04/2016 19:00,14.9,0.0,49.1,2.4,-80.7
10/04/2016 20:00,13.8,0.0,54.7,2.2,-81.8
10/04/2016 21:00,12.3,0.0,64.6,1.5,-78.0
10/04/2016 22:00,10.6,0.0,61.8,1.8,-76.3
10/04/2016 23:00,11.5,0.0,64.9,2.6,-79.1
11/04/2016 00:00,9.4,0.0,70.8,1.7,-75.8
