DATE,TMIN,TMAX,PREC,WATERTABLE
2011-10-07,6.9,24.6,2.5,2.989
2011-10-08,4.6,20,0.2,2.984
2011-10-09,5.4,19.6,0,2.982
2011-10-10,5.6,22.3,0,2.982
2011-10-11,6.6,24.4,0,2.982
2011-10-12,7.4,28.3,0,2.982
2011-10-13,11.3,23.5,0,2.985
2011-10-14,5.6,19,0,2.984
2011-10-15,3.9,15.8,0,2.983
2011-10-16,3.1,17.4,0,2.981
2011-10-17,0.7,17.3,0,2.979
2011-10-18,1.8,19.8,0,2.977
2011-10-19,8.7,22.7,0.1,2.976
2011-10-20,7,17.5,17.2,2.974
2011-10-21,6.2,15.3,0.1,2.964
2011-10-22,2.6,14.2,0,2.961
2011-10-23,1.3,14.7,0,2.958
2011-10-24,3.2,10.1,0.5,2.955
2011-10-25,8.7,13.3,2.7,2.95
2011-10-26,9.2,13,15.6,2.926
2011-10-27,7.2,16.7,0,2.878
2011-10-28,6.7,17.9,0,2.874
2011-10-29,5,16.1,0.2,2.87
2011-10-30,8.3,16,0,2.866
2011-10-31,10.5,16.5,0,2.862
2011-11-01,9,14.8,0,2.857
2011-11-02,10.6,16.3,0,2.853
2011-11-03,9.9,17.3,0,2.848
2011-11-04,11,17.9,1.8,2.843
2011-11-05,14.4,18.9,5,2.831
2011-11-06,12.6,17.4,4.2,2.795
2011-11-07,11.6,15.4,5.7,2.775
2011-11-08,12.2,20.4,6,2.745
2011-11-09,9.1,17.3,0,2.727
2011-11-10,6.6,16.9,0.2,2.722
2011-11-11,6.3,13.5,0,2.717
2011-11-12,3.1,12.8,0,2.71
2011-11-13,1.4,13.8,0,2.704
2011-11-14,0.3,13,0.2,2.699
2011-11-15,2,5.7,0.9,2.694
2011-11-16,-0.3,6.6,0,2.686
2011-11-17,0.2,10.3,0.2,2.679
2011-11-18,-1.2,9.7,0.2,2.672
2011-11-19,-0.6,6.8,0.2,2.665
2011-11-20,-0.1,3.1,0.2,2.658
2011-11-21,1,3.8,0.2,2.648
2011-11-22,3.6,8.3,0,2.639
2011-11-23,2.8,13.2,0.6,2.63
2011-11-24,1.8,12,0,2.62
2011-11-25,-0.5,13,0.1,2.612
2011-11-26,-2.1,10.4,0,2.604
2011-11-27,-1.9,11.7,0.3,2.596
2011-11-28,-1.6,10.2,0.2,2.588
2011-11-29,-1.5,10.7,0,2.58
2011-11-30,-3.1,11.3,0.2,2.572
2011-12-01,-2.4,10.9,0.2,2.563
2011-12-02,1.5,10,0,2.556
2011-12-03,4.2,8.6,0.6,2.549
2011-12-04,5.9,8,0,2.54
2011-12-05,0.4,8.2,0,2.532
2011-12-06,-1.4,11.2,0.2,2.526
2011-12-07,-3.3,11.8,0.2,2.52
2011-12-08,-0.8,13.8,0,2.513
2011-12-09,-0.9,9.7,0.2,2.508
2011-12-10,0.6,10.8,0,2.502
2011-12-11,-1.4,10.7,0,2.495
2011-12-12,3.4,8.1,5.4,2.489
2011-12-13,1.6,11.4,0,2.472
2011-12-14,3.3,8.4,0,2.466
2011-12-15,-0.5,8,0,2.459
2011-12-16,-1.1,14.8,2,2.453
2011-12-17,0.4,10,0,2.44
2011-12-18,-4.5,4,0,2.434
2011-12-19,-3.5,7.6,0,2.428
2011-12-20,-5.6,5.9,0,2.422
2011-12-21,-5.5,5.6,0,2.416
2011-12-22,-5.7,8.2,0,2.41
2011-12-23,-5.6,7.8,0,2.404
2011-12-24,-4.5,1.8,5.8,2.398
2011-12-25,-0.2,9.9,0.1,2.369
2011-12-26,-2.1,7.7,0,2.364
2011-12-27,-1.4,9.6,0,2.358
2011-12-28,-2.3,10.1,0.2,2.353
2011-12-29,-3.5,3.6,2.2,2.347
2011-12-30,-1,6.7,0.2,2.338
2011-12-31,-2.8,10.5,0.2,2.332
2012-01-01,-4.1,9.3,0,2.327
2012-01-02,-2.9,6.2,2,2.322
2012-01-03,2,6.8,0.2,2.316
2012-01-04,-1.6,2.4,0.2,2.311
2012-01-05,-1,8.9,3.3,2.304
2012-01-06,0.3,10.4,0.1,2.288
2012-01-07,-0.2,11.3,0,2.283
2012-01-08,-2.6,11.8,0,2.279
2012-01-09,-2.7,12.2,0,2.274
2012-01-10,-3.3,11.5,0,2.27
2012-01-11,-4.3,10.2,0,2.266
2012-01-12,-4.6,10.5,0.1,2.26
2012-01-13,-3.8,8.9,0.2,2.256
2012-01-14,-4.2,3.4,0.2,2.251
2012-01-15,-1.7,1.2,0,2.245
2012-01-16,-1.4,1.9,0,2.239
2012-01-17,-2.9,0.2,0.1,2.233
2012-01-18,-4,-1.1,0,2.227
2012-01-19,-3.7,0,0,2.22
2012-01-20,-4.1,-0.4,0,2.214
2012-01-21,-3.3,2.5,0.2,2.208
2012-01-22,-3.9,3.8,0.2,2.203
2012-01-23,-3,9.1,0.2,2.198
2012-01-24,-3.2,5.9,0.2,2.193
2012-01-25,-5.9,11.4,0.2,2.188
2012-01-26,-6.9,9.6,0,2.185
2012-01-27,-3.9,9.9,0,2.182
2012-01-28,-4.7,8.2,0,2.178
2012-01-29,1.2,6.1,0,2.175
2012-01-30,-6.3,5.3,0,2.17
2012-01-31,-5.5,1.8,0,2.166
2012-02-01,-2.1,-0.2,0,2.161
2012-02-02,-2.1,0.4,0.7,2.148
2012-02-03,-10.1,-1.4,0,2.142
2012-02-04,-5.6,-2.5,0,2.138
2012-02-05,-10.2,-0.9,2,2.133
2012-02-06,-16.8,-4,0,2.124
2012-02-07,-7.1,1.2,0,2.12
2012-02-08,-8.6,3,1.7,2.116
2012-02-09,-11.3,1.9,1,2.11
2012-02-10,-3.3,0.5,0,2.105
2012-02-11,-5.3,-1.9,0,2.1
2012-02-12,-8,-1.8,0,2.096
2012-02-13,-12.7,0.2,0,2.092
2012-02-14,-13.8,2.3,0,2.088
2012-02-15,-12.2,4.3,0.2,2.084
2012-02-16,-11.1,9.3,0.1,2.082
2012-02-17,-8.9,5.4,0,2.08
2012-02-18,-5.4,7,0.2,2.077
2012-02-19,0.1,5.2,2.2,2.075
2012-02-20,0.9,4.3,21.4,2.068
2012-02-21,-0.4,8.4,0,1.997
2012-02-22,-1.7,11.5,0.2,1.996
2012-02-23,-1.8,14.4,0,1.995
2012-02-24,1,18.7,0,1.995
2012-02-25,2.2,19.3,0,1.996
2012-02-26,1.4,14,5.3,1.998
2012-02-27,-0.3,12.1,0.2,1.998
2012-02-28,-1,15,0,1.999
2012-02-29,2.9,19.4,0,2
2012-03-01,0.1,19.3,0,2.008
2012-03-02,2.8,21.6,0,2.018
2012-03-03,2.4,20.6,0,2.028
2012-03-04,4.4,15.9,0,2.039
2012-03-05,2.3,13.9,0,2.047
2012-03-06,2.7,10.4,0,2.056
2012-03-07,-1.4,13.4,0,2.063
2012-03-08,-0.9,14.2,0,2.072
2012-03-09,-0.6,14.7,0,2.081
2012-03-10,-2.4,13.7,0,2.09
2012-03-11,-1.4,16.5,0,2.1
2012-03-12,0.9,19.4,0,2.11
2012-03-13,0,17.5,0,2.122
2012-03-14,0.8,19.7,0,2.133
2012-03-15,1.4,19.9,0,2.145
2012-03-16,0.3,20.2,0,2.157
2012-03-17,2.8,19.7,0.2,2.17
2012-03-18,7.3,21.2,0.2,2.182
2012-03-19,5,19.9,0,2.194
2012-03-20,7,16.5,0,2.206
2012-03-21,4.6,21.4,0,2.217
2012-03-22,2.9,23,0,2.23
2012-03-23,4,22.2,0,2.245
2012-03-24,4.9,22.4,0,2.259
2012-03-25,4.4,22.2,0,2.273
2012-03-26,6.2,23.5,0,2.287
2012-03-27,2.9,21.6,0,2.301
2012-03-28,3.7,25.2,0,2.316
2012-03-29,4.7,28,0,2.332
2012-03-30,8.1,26.9,0,2.349
2012-03-31,4.9,25.2,0,2.365
2012-04-01,5.7,14.4,0,2.38
2012-04-02,2,17.6,0,2.391
2012-04-03,6.7,16.5,0.3,2.403
2012-04-04,11.4,18.6,1,2.415
2012-04-05,10,19.8,20.2,2.426
2012-04-06,8.7,21.6,0.5,2.436
2012-04-07,7.2,20.9,0.1,2.449
2012-04-08,4.1,11.3,2.7,2.463
2012-04-09,0.5,12.1,0.2,2.472
2012-04-10,1.6,15.4,2.1,2.483
2012-04-11,6.9,15.4,9,2.493
2012-04-12,3,18.9,1.5,2.45
2012-04-13,7.6,13.2,9.1,2.457
2012-04-14,9.4,14.6,2.2,2.418
2012-04-15,8.9,15.7,3.4,2.416
2012-04-16,7.9,16.3,3.1,2.401
2012-04-17,6.4,17.5,0,2.397
2012-04-18,6.1,18,0.2,2.403
2012-04-19,6.5,17.9,9.3,2.41
2012-04-20,7.6,17.7,0.3,2.382
2012-04-21,5,21.4,0,2.389
2012-04-22,6.5,21.3,0.1,2.398
2012-04-23,4.8,19.9,0,2.405
2012-04-24,7.1,18.6,0.8,2.411
2012-04-25,4.7,22.3,0,2.418
2012-04-26,7.6,22.9,0,2.429
2012-04-27,7.7,25.2,0,2.44
2012-04-28,9.1,27.6,0,2.452
2012-04-29,12.9,23.1,0,2.466
2012-04-30,12.7,25.6,0.4,2.475
2012-05-01,11.4,24.8,6.7,2.487
2012-05-02,9.4,23.7,0.3,2.467
2012-05-03,9.2,24.6,0,2.476
2012-05-04,9.9,24.3,0,2.488
2012-05-05,8.4,25,0,2.5
2012-05-06,14,20.6,3.9,2.512
2012-05-07,11.8,22,9.7,2.51
2012-05-08,8.7,23.7,0,2.512
2012-05-09,12.1,25.4,0,2.519
2012-05-10,12,28.6,0,2.526
2012-05-11,12.3,30.2,0,2.535
2012-05-12,12.9,32.4,0,2.546
2012-05-13,9,21.6,25,2.558
2012-05-14,7.3,18.5,0,2.483
2012-05-15,6.3,22.8,0,2.487
2012-05-16,5.8,16.4,1.1,2.494
2012-05-17,5.2,21.6,0.1,2.495
2012-05-18,4.4,22,0,2.501
2012-05-19,6.9,23.7,0,2.508
2012-05-20,9.3,20,15.2,2.516
2012-05-21,10.1,20.8,39.9,2.473
2012-05-22,9.1,21.1,0.8,2.351
2012-05-23,14.6,26.4,0.1,2.356
2012-05-24,16.2,30.2,3.3,2.364
2012-05-25,13.4,25.7,0,2.358
2012-05-26,13.3,23.3,0,2.366
2012-05-27,11.1,25,0,2.372
2012-05-28,12.8,25.6,0,2.38
2012-05-29,12,28.5,0,2.389
2012-05-30,16.6,29.9,0.1,2.4
2012-05-31,15,27.7,0.1,2.407
2012-06-01,16.1,29.1,0,2.415
2012-06-02,16.2,29,0,2.425
2012-06-03,16.8,30.3,0,2.434
2012-06-04,14.9,22.3,4.5,2.444
2012-06-05,11.8,27.6,0.1,2.401
2012-06-06,12.9,29,0,2.41
2012-06-07,14.6,30.8,0.2,2.42
2012-06-08,15.7,28.6,0.5,2.423
2012-06-09,15.8,29.2,1.1,2.423
2012-06-10,15.2,27.9,0.1,2.424
2012-06-11,15.1,29.1,0,2.425
2012-06-12,13.7,27.1,2.1,2.427
2012-06-13,11.5,27,7.1,2.426
2012-06-14,11.1,28.5,0,2.418
2012-06-15,12,30.4,0,2.421
2012-06-16,11.8,31.3,0,2.425
2012-06-17,14.6,33.8,0,2.43
2012-06-18,15.1,35.9,0,2.436
2012-06-19,17.7,36.8,0,2.444
2012-06-20,18.5,36.9,0,2.451
2012-06-21,20,35.6,0,2.458
2012-06-22,20.2,34.9,0,2.463
2012-06-23,19.2,32.2,0.2,2.468
2012-06-24,18.1,33.6,0,2.471
2012-06-25,19.7,34.6,0,2.475
2012-06-26,18.6,30.1,0,2.479
2012-06-27,17.2,31.7,0,2.48
2012-06-28,16.6,33.1,0,2.489
2012-06-29,20.2,36.4,0,2.499
2012-06-30,20.8,37.4,0,2.512
2012-07-01,20.4,38.4,0.9,2.524
2012-07-02,21.9,38.6,0,2.538
2012-07-03,20.5,33.9,0,2.55
2012-07-04,18.6,33.7,0,2.559
2012-07-05,20.2,34.8,0,2.569
2012-07-06,17.8,33.1,2.7,2.578
2012-07-07,17.7,33.2,0,2.558
2012-07-08,16.5,36.5,0,2.567
2012-07-09,17.6,35.4,0,2.578
2012-07-10,17.1,36.5,0,2.589
2012-07-11,18.7,35.2,0,2.6
2012-07-12,18.5,33.7,0,2.608
2012-07-13,17.2,33.1,0,2.614
2012-07-14,17.2,35.5,0,2.619
2012-07-15,18.4,32.9,0,2.627
2012-07-16,15.4,29.6,0,2.631
2012-07-17,12.8,32.4,0,2.634
2012-07-18,14.3,33.5,0,2.64
2012-07-19,15.3,36.7,0,2.633
2012-07-20,16.6,37.4,0,2.627
2012-07-21,17.3,31.2,0.5,2.622
2012-07-22,18.3,28,0,2.61
2012-07-23,17.8,27.3,0,2.595
2012-07-24,16.1,30.2,0,2.58
2012-07-25,16.6,33.4,0,2.568
2012-07-26,18.2,34.4,0,2.559
2012-07-27,17.7,37.1,0,2.55
2012-07-28,19.7,37.7,0,2.552
2012-07-29,19.7,35.9,0,2.554
2012-07-30,16.7,33.8,0,2.554
2012-07-31,19.3,33.1,0,2.553
2012-08-01,18.3,34.4,0,2.55
2012-08-02,16.8,35.8,0,2.549
2012-08-03,19.1,36.6,0,2.55
2012-08-04,18.3,36.6,0,2.55
2012-08-05,18.6,36.9,0,2.568
2012-08-06,21.3,37.1,0,2.585
2012-08-07,18.9,35.8,0,2.601
2012-08-08,16.3,34.1,0,2.618
2012-08-09,17.3,33.9,0,2.633
2012-08-10,18.5,31.8,0,2.649
2012-08-11,16.8,32.2,0,2.661
2012-08-12,18.5,28.9,0,2.675
2012-08-13,18.1,31.3,0,2.685
2012-08-14,20.3,31.5,0.4,2.698
2012-08-15,19.2,35.2,0,2.709
2012-08-16,19.5,35.9,0,2.724
2012-08-17,20.5,34.7,0,2.738
2012-08-18,18,35.3,0,2.752
2012-08-19,17.1,35.3,0,2.767
2012-08-20,16.8,37.6,0,2.781
2012-08-21,18.8,37.9,0,2.797
2012-08-22,19,38.1,0,2.813
2012-08-23,21.6,37.1,0,2.828
2012-08-24,19.9,39,0,2.842
2012-08-25,18.5,37.8,0,2.857
2012-08-26,15.9,33.2,0.8,2.871
2012-08-27,13.4,29.3,0,2.883
2012-08-28,12.5,31.3,0,2.893
2012-08-29,14.3,33.3,0,2.904
2012-08-30,16.3,33.4,0,2.916
2012-08-31,15.9,31.1,0.8,2.927
2012-09-01,14.6,26.4,0.1,2.936
2012-09-02,15.8,24.6,0,2.942
2012-09-03,17.6,23.7,39,2.946
2012-09-04,17.7,24.5,10.6,2.839
2012-09-05,17.8,25.8,5.7,2.803
2012-09-06,17.7,28.9,0,2.796
2012-09-07,16.1,28.4,0,2.804
2012-09-08,14.1,30.1,0.1,2.811
2012-09-09,14.7,30.8,0,2.82
2012-09-10,15.3,31.4,0,2.829
2012-09-11,16,31.3,0,2.838
2012-09-12,16.7,29.5,8.1,2.846
2012-09-13,13.6,18.8,18.4,2.844
2012-09-14,14.2,24.2,0,2.8
2012-09-15,12.8,23.9,0.1,2.805
2012-09-16,11.4,25.1,0,2.809
2012-09-17,13,25.7,0,2.815
2012-09-18,11,27.3,0,2.821
2012-09-19,14.5,24.4,1.1,2.827
2012-09-20,9.5,22.4,0,2.83
2012-09-21,7.2,22.7,0,2.834
2012-09-22,8,26.2,0,2.838
2012-09-23,17.6,25.7,0,2.844
2012-09-24,14.5,29.5,0,2.847
2012-09-25,11.9,28.4,0,2.83
2012-09-26,18.9,28.2,0,2.835
2012-09-27,16.3,28.5,1.1,2.839
2012-09-28,14,24.2,0.1,2.843
2012-09-29,16.3,20.8,0.4,2.846
2012-09-30,16.6,23.1,37.2,2.845
2012-10-01,15.8,24.7,9.7,2.79
2012-10-02,15.6,24.3,0.2,2.765
2012-10-03,14,25.2,0,2.767
2012-10-04,11.9,25.9,0,2.771
2012-10-05,13.6,25.8,0,2.774
2012-10-06,13.4,26.1,0,2.778
2012-10-07,14.6,26.4,0,2.781
2012-10-08,14.9,21.9,0.8,2.784
2012-10-09,14,19.8,3.9,2.785
2012-10-10,14.3,21.4,0,2.766
2012-10-11,11.8,20,1.3,2.766
2012-10-12,11.7,18.1,0.3,2.766
2012-10-13,12.4,20.2,9.5,2.764
2012-10-14,10.9,18,0.1,2.748
2012-10-15,12,19.4,6.6,2.746
2012-10-16,8.1,19.2,0,2.731
2012-10-17,7.1,21.6,0,2.732
2012-10-18,12,20.1,0,2.733
2012-10-19,9.7,18.2,0,2.733
2012-10-20,8.9,22.2,0.2,2.733
2012-10-21,9.8,20.5,0.2,2.734
2012-10-22,9.2,22.2,0.2,2.733
2012-10-23,7.5,21.6,0.2,2.734
2012-10-24,6.7,20.7,0.2,2.734
2012-10-25,6.2,20.8,0.1,2.734
2012-10-26,7.9,15.6,17.1,2.735
2012-10-27,10.4,17,3.5,2.665
2012-10-28,5.3,13.8,1.3,2.641
2012-10-29,1.3,11.3,1.2,2.635
2012-10-30,-0.7,12,0.2,2.626
2012-10-31,4.6,13.2,29.1,2.624
2012-11-01,6.7,15.2,1.4,2.513
2012-11-02,3.7,16.3,0.4,2.507
2012-11-03,3.2,18.2,0.5,2.501
2012-11-04,11,18.3,1.2,2.496
2012-11-05,8.6,21.3,0.1,2.487
2012-11-06,6.5,17.7,3.4,2.483
2012-11-07,3.4,14.5,0.2,2.476
2012-11-08,0.8,15.3,0.1,2.471
2012-11-09,2.1,16.5,0.1,2.466
2012-11-10,6.9,14.5,0,2.461
2012-11-11,11.3,18.4,10.8,2.456
2012-11-12,8.6,11.9,0.3,2.404
2012-11-13,9.7,14.2,0.4,2.397
2012-11-14,5.3,16.2,0,2.389
2012-11-15,3.5,13.2,0.2,2.384
2012-11-16,2.8,11.5,0.1,2.379
2012-11-17,7.6,10.8,0,2.374
2012-11-18,8.3,10.1,0,2.367
2012-11-19,8.1,9.6,6.9,2.36
2012-11-20,5.3,14.4,0.8,2.33
2012-11-21,3.6,13.7,0.2,2.322
2012-11-22,5,12,0,2.317
2012-11-23,5.9,14.5,0.2,2.311
2012-11-24,4.8,15.3,0.1,2.302
2012-11-25,5.9,12.6,0,2.297
2012-11-26,7.4,17.4,0.2,2.291
2012-11-27,6.8,14.3,16.2,2.286
2012-11-28,8.5,13.7,20.9,2.24
2012-11-29,6.8,13.9,0.3,2.151
2012-11-30,5.1,9.3,8.7,2.145
2012-12-01,3.9,10.7,5,2.096
2012-12-02,4.7,8.6,2,2.079
2012-12-03,-1.2,9.2,0,2.063
2012-12-04,-1.4,4.5,3.8,2.059
2012-12-05,-1.5,6.1,0.2,2.039
2012-12-06,-3,6.2,0.2,2.033
2012-12-07,-2,2.9,1.1,2.027
2012-12-08,-2.8,0.2,1.5,2.019
2012-12-09,-5.4,4.2,1.1,2.009
2012-12-10,-5.1,4.8,0.3,2.003
2012-12-11,-2,7,0,1.998
2012-12-12,-4.9,4.6,0.1,1.993
2012-12-13,-6.3,0.1,0,1.988
2012-12-14,-1,0.1,0,1.983
2012-12-15,-0.5,2.5,1.1,1.977
2012-12-16,-1.5,3.7,0.1,1.971
2012-12-17,0.5,3.3,0.2,1.964
2012-12-18,-0.8,2.9,0.1,1.959
2012-12-19,-3.8,2.6,0.3,1.953
2012-12-20,-5.1,1.3,0.1,1.947
2012-12-21,-1.3,1.7,5.5,1.942
2012-12-22,0.2,3.4,0.6,1.919
2012-12-23,-0.8,1.6,0.1,1.913
2012-12-24,-1.5,5.7,0.2,1.907
2012-12-25,2.5,5.4,0.1,1.902
2012-12-26,4.4,6,4.9,1.896
2012-12-27,4,5.9,0,1.871
2012-12-28,0,12.9,0,1.866
2012-12-29,-2.5,9.9,0.2,1.862
2012-12-30,-2.6,7.9,0.2,1.857
2012-12-31,-4.1,8,0.2,1.853
2013-01-01,-4.4,8.6,0.3,1.848
2013-01-02,1.8,4.1,13,1.843
2013-01-03,0.6,10.5,0,1.798
2013-01-04,-1,8.8,0.1,1.794
2013-01-05,-0.8,12.6,0.2,1.79
2013-01-06,-1.9,6.9,0.2,1.786
2013-01-07,-1,7.2,0.4,1.781
2013-01-08,3,7.3,0.1,1.776
2013-01-09,2.7,7.2,0,1.771
2013-01-10,0,7.9,0,1.767
2013-01-11,-1.4,4.5,0.2,1.763
2013-01-12,3.4,5,0,1.758
2013-01-13,1.6,5.2,16.6,1.753
2013-01-14,0.9,3.9,4.8,1.694
2013-01-15,-0.6,5.2,0.8,1.676
2013-01-16,0.9,4.2,28,1.668
2013-01-17,0.2,3.4,13.5,1.585
2013-01-18,-2,4.8,0,1.549
2013-01-19,-2.9,3,4.6,1.546
2013-01-20,1.6,3.7,7,1.53
2013-01-21,0.4,5.8,0.5,1.505
2013-01-22,-0.4,6.2,0.5,1.501
2013-01-23,-2.1,8.3,0.7,1.497
2013-01-24,4.2,6.9,2.1,1.493
2013-01-25,-0.1,9.2,0.1,1.485
2013-01-26,-2.6,6.2,0,1.482
2013-01-27,-4.6,7.6,0.2,1.479
2013-01-28,-0.4,3.1,6.2,1.476
2013-01-29,-0.4,3.5,0,1.454
2013-01-30,0.4,3.3,0.2,1.45
2013-01-31,1.5,4.1,0,1.446
2013-02-01,0.4,3.3,0.1,1.442
2013-02-02,1.2,5.5,33.4,1.439
2013-02-03,-0.8,11.8,0.4,1.337
2013-02-04,-1.2,13.3,0.1,1.336
2013-02-05,-0.8,9,0,1.335
2013-02-06,-0.4,10.4,1.5,1.333
2013-02-07,-0.7,8.4,0.1,1.331
2013-02-08,-2.3,9.1,0,1.329
2013-02-09,-2.7,7.8,0,1.327
2013-02-10,-2.1,6.6,0.1,1.325
2013-02-11,-1.4,2.4,5.6,1.322
2013-02-12,0.5,3.5,0,1.299
2013-02-13,-0.3,4.3,0.4,1.295
2013-02-14,-1.9,8.9,0,1.291
2013-02-15,-3.4,10.1,0,1.289
2013-02-16,-1.7,10.6,0.1,1.288
2013-02-17,-0.6,9.4,1,1.287
2013-02-18,-1.8,9.4,0,1.285
2013-02-19,-3.6,10.3,0.1,1.284
2013-02-20,-2.7,6,7.4,1.283
2013-02-21,0.3,3.8,19.2,1.263
2013-02-22,-0.4,0.5,1.1,1.212
2013-02-23,-0.8,2.4,15.5,1.2
2013-02-24,0.1,8.9,10.7,1.154
2013-02-25,-2,8,0.2,1.131
2013-02-26,-0.1,9.1,0.2,1.128
2013-02-27,1.3,4.6,0.5,1.128
2013-02-28,0.2,11.6,0,1.124
2013-03-01,-0.9,11.6,0.1,1.125
2013-03-02,-1,11.6,0.2,1.127
2013-03-03,-3.4,14.2,0.2,1.128
2013-03-04,-2.3,15.1,0.1,1.131
2013-03-05,0.2,11.5,1.3,1.134
2013-03-06,6.8,9.7,15.8,1.133
2013-03-07,7.4,10.8,2.5,1.082
2013-03-08,7.1,12.2,7.4,1.076
2013-03-09,9.2,15.6,3.1,1.053
2013-03-10,6.8,16.6,5.2,1.038
2013-03-11,5.7,14,0.3,1.025
2013-03-12,4.9,15.4,0.2,1.029
2013-03-13,6.6,13.3,1.7,1.028
2013-03-14,4.1,9.1,7.5,1.024
2013-03-15,-0.1,8.4,0.8,1.007
2013-03-16,-1.6,9.7,0.2,1.007
2013-03-17,-0.4,11.7,0.4,1.01
2013-03-18,0.2,7.4,7.1,1.012
2013-03-19,-0.6,17.1,0.1,0.984
2013-03-20,1.3,14.5,6.7,0.99
2013-03-21,2.8,16.1,0.3,0.975
2013-03-22,1.1,17.6,0,0.981
2013-03-23,5,15.6,4.2,0.988
2013-03-24,4.5,9.4,14.9,0.977
2013-03-25,1.9,4.5,12.5,0.937
2013-03-26,2.5,8,2.7,0.906
2013-03-27,2.4,9.5,0,0.905
2013-03-28,3.7,9,0.9,0.909
2013-03-29,5.4,11.1,0,0.911
2013-03-30,7.5,9.3,20.8,0.915
2013-03-31,6.3,15.1,0,0.847
2013-04-01,6.3,13.2,3.4,0.854
2013-04-02,6.7,11,10.1,0.849
2013-04-03,5,13,0,0.827
2013-04-04,3.1,13.4,7.5,0.833
2013-04-05,6.3,9.9,17,0.82
2013-04-06,3.2,16.3,0.2,0.775
2013-04-07,7,14.8,0,0.784
2013-04-08,5.1,12.5,2.9,0.792
2013-04-09,6.5,14.3,1,0.793
2013-04-10,6.6,17,0,0.795
2013-04-11,3.4,20,0,0.805
2013-04-12,9.1,23,0,0.817
2013-04-13,7.8,22.3,0,0.829
2013-04-14,6.4,23,0,0.842
2013-04-15,6.9,21.9,0,0.856
2013-04-16,8.6,23.1,0.2,0.87
2013-04-17,9.1,24.5,1.3,0.884
2013-04-18,8.3,27,0,0.898
2013-04-19,9.9,25.8,0,0.915
2013-04-20,11.4,20.2,0.9,0.93
2013-04-21,10.5,17.1,1,0.931
2013-04-22,8.1,18,10.5,0.936
2013-04-23,6.9,19.2,0.3,0.912
2013-04-24,4.9,21.9,0.1,0.924
2013-04-25,7.4,23.8,0,0.938
2013-04-26,11.4,22.2,0,0.954
2013-04-27,12,18.3,1.5,0.967
2013-04-28,13.3,25.1,0,0.968
2013-04-29,12.8,22.4,2.3,0.982
2013-04-30,12.9,22.1,1.5,0.987
2013-05-01,13.7,25.2,0.5,0.995
2013-05-02,12.3,19.6,0.4,1.008
2013-05-03,10.9,26.5,0.2,1.019
2013-05-04,12.4,26.1,0.1,1.034
2013-05-05,14.4,23.7,8.1,1.05
2013-05-06,15,22.2,0,1.046
2013-05-07,14.6,24.4,6.7,1.057
2013-05-08,13.1,23.8,0.6,1.057
2013-05-09,12,26.9,0.1,1.07
2013-05-10,14.4,23.9,3.5,1.084
2013-05-11,14,22.8,2.6,1.085
2013-05-12,11.8,23,1.6,1.088
2013-05-13,9.8,22.2,0,1.093
2013-05-14,7.5,23.7,0,1.104
2013-05-15,11.1,25.2,2,1.116
2013-05-16,14.5,22.4,13.4,1.115
2013-05-17,12.1,20.9,9,1.084
2013-05-18,10.1,22.7,0,1.065
2013-05-19,10.5,22.6,0.8,1.076
2013-05-20,7.1,22.7,1.8,1.084
2013-05-21,7.9,22.8,0,1.087
2013-05-22,10.8,22.2,0,1.099
2013-05-23,12.8,22.9,3.1,1.11
2013-05-24,5.8,16.5,2.3,1.113
2013-05-25,4.9,14.7,7,1.116
2013-05-26,8.7,21.9,1.1,1.103
2013-05-27,6,23.6,0,1.11
2013-05-28,10.2,23,0,1.124
2013-05-29,10.7,23.4,0,1.136
2013-05-30,9.1,20.5,0.9,1.148
2013-05-31,11.3,22.5,0.6,1.152
2013-06-01,12.3,22.9,0,1.161
2013-06-02,12.2,25,0,1.173
2013-06-03,11.4,24.1,0,1.186
2013-06-04,10.9,26.5,0,1.198
2013-06-05,14.1,26.8,12.5,1.211
2013-06-06,14.1,26.6,0.3,1.159
2013-06-07,12.9,29.1,0,1.173
2013-06-08,13.6,29.4,0,1.189
2013-06-09,14.5,27.3,4,1.205
2013-06-10,13.1,23.9,0.2,1.214
2013-06-11,12.4,28.4,0,1.225
2013-06-12,16.1,29.9,0,1.241
2013-06-13,14.5,28.5,0,1.256
2013-06-14,12,30.1,0,1.27
2013-06-15,17,32.1,0,1.287
2013-06-16,18.6,33.7,0,1.304
2013-06-17,18.1,35.1,0,1.321
2013-06-18,19.2,34.7,0,1.34
2013-06-19,19.7,34.8,0,1.359
2013-06-20,18.4,35.3,0,1.377
2013-06-21,17.5,32.1,0,1.396
2013-06-22,14.5,31.2,0,1.412
2013-06-23,15,31.2,0,1.428
2013-06-24,14.1,25,0.9,1.445
2013-06-25,11.9,28.9,0.4,1.447
2013-06-26,13.8,24,15,1.461
2013-06-27,13.4,24.3,13.1,1.431
2013-06-28,11.4,20.6,1.8,1.403
2013-06-29,10.6,25.2,0,1.403
2013-06-30,10.7,29.2,0,1.416
2013-07-01,12.7,29.3,0,1.432
2013-07-02,14,32.1,0,1.447
2013-07-03,16.1,32,0,1.464
2013-07-04,17.7,31.4,0,1.48
2013-07-05,16.5,32.8,0,1.557
2013-07-06,19.4,32.2,0,1.637
2013-07-07,18,30.9,0,1.713
2013-07-08,18.2,30.9,0,1.79
