DATE,TMIN,TMAX,PREC,WATERTABLE
2013-07-09,17.2,32.3,0,1.866
2013-07-10,17.8,32.3,0,1.943
2013-07-11,19.4,32.2,0.8,2.02
2013-07-12,18.5,30.7,19.5,2.096
2013-07-13,18.7,30.3,3.2,2.13
2013-07-14,16.4,30,0,2.194
2013-07-15,16.3,32,0,2.27
2013-07-16,18.4,30.2,0,2.206
2013-07-17,17.7,29.9,0,2.14
2013-07-18,15.4,31.2,0,2.073
2013-07-19,16.8,32.1,0,2.009
2013-07-20,17.9,32.6,0.6,1.944
2013-07-21,16.9,31.8,0,1.88
2013-07-22,17,33,0,1.814
2013-07-23,16.3,34.7,0,1.75
2013-07-24,18.9,34.4,0,1.687
2013-07-25,18.7,34.8,0,1.62
2013-07-26,20.8,35.6,0,1.682
2013-07-27,20.7,37,0,1.744
2013-07-28,21.5,38.8,0,1.806
2013-07-29,17.5,30.8,2.4,1.87
2013-07-30,15.9,31.6,0,1.922
2013-07-31,15.7,32.5,0,1.982
2013-08-01,16.5,33.7,0,2.042
2013-08-02,17.1,36,0,2.102
2013-08-03,17.8,38.5,0,2.165
2013-08-04,22,37.4,0,2.228
2013-08-05,20.9,37.3,0,2.289
2013-08-06,20.5,37.9,0,2.35
2013-08-07,19.8,39.3,0,2.377
2013-08-08,21.4,36.3,3.2,2.404
2013-08-09,19.6,32.8,0.3,2.426
2013-08-10,19,30.8,0,2.447
2013-08-11,17.1,31.5,0,2.468
2013-08-12,15.1,33.4,0,2.49
2013-08-13,17.1,34.9,0,2.513
2013-08-14,16.7,24.3,0,2.537
2013-08-15,15.3,28.4,0,2.535
2013-08-16,14.5,30.1,0,2.554
2013-08-17,13.8,32.8,0,2.575
2013-08-18,16,33.9,0,2.597
2013-08-19,18.5,33.9,2.1,2.62
2013-08-20,17.1,22.4,9.4,2.566
2013-08-21,14.9,27.5,0,2.507
2013-08-22,15.3,29.3,0,2.474
2013-08-23,15.1,30.9,15,2.442
2013-08-24,17.5,30.1,0.4,2.381
2013-08-25,17.3,27.4,3.6,2.348
2013-08-26,16.9,26.4,9.7,2.3
2013-08-27,16.3,27.3,15.2,2.215
2013-08-28,15.7,28.2,0.4,2.145
2013-08-29,15.4,27.2,0.1,2.11
2013-08-30,14.5,27.8,0,2.129
2013-08-31,13.2,28.5,0,2.148
2013-09-01,13,28.9,0,2.169
2013-09-02,16.7,28.6,0,2.189
2013-09-03,15.2,31.6,0,2.207
2013-09-04,15.2,30.2,0,2.228
2013-09-05,16,30.8,0,2.248
2013-09-06,16.5,30.9,0,2.268
2013-09-07,16.2,31.1,0,2.287
2013-09-08,18.3,31.1,0,2.307
2013-09-09,15.2,31.7,0.1,2.325
2013-09-10,13.3,29.1,0.1,2.345
2013-09-11,13.4,24.2,5.8,2.362
2013-09-12,13,24.1,0.2,2.361
2013-09-13,11.3,26.4,0,2.376
2013-09-14,10.8,27.7,0,2.393
2013-09-15,12.8,25,4.3,2.41
2013-09-16,15.7,25.4,0.2,2.415
2013-09-17,12,22.5,0,2.429
2013-09-18,8.5,25.2,0,2.443
2013-09-19,11.1,25.9,0,2.459
2013-09-20,11.9,26.4,0,2.475
2013-09-21,12.8,26.2,0,2.491
2013-09-22,11.5,25,0,2.506
2013-09-23,9.8,27.8,0,2.52
2013-09-24,10.8,28.8,0,2.536
2013-09-25,12.8,28.2,0,2.552
2013-09-26,12,28.4,0,2.567
2013-09-27,17.1,28.7,0,2.581
2013-09-28,17.1,27.4,0,2.595
2013-09-29,14.6,20.4,18.8,2.607
2013-09-30,13.1,15.4,0,2.56
2013-10-01,9.9,22.5,0,2.567
2013-10-02,12.2,21.8,0,2.579
2013-10-03,9.4,18.1,0,2.59
2013-10-04,11.3,17.1,0.1,2.6
2013-10-05,9.9,12.9,10.1,2.608
2013-10-06,11.8,15.8,20.1,2.589
2013-10-07,13.3,16.7,23.8,2.518
2013-10-08,13.1,14.2,7.6,2.444
2013-10-09,11.3,19.2,0,2.43
2013-10-10,11.5,22.5,0.2,2.439
2013-10-11,8.2,17.7,0,2.45
2013-10-12,11,19.9,0.2,2.46
2013-10-13,6.6,21,0,2.469
2013-10-14,9.5,14.8,3.5,2.48
2013-10-15,10,16.9,0.2,2.477
2013-10-16,9,20.9,0,2.485
2013-10-17,6.5,21.1,0.1,2.495
2013-10-18,6.7,19.7,0.2,2.505
2013-10-19,10.4,18.6,0,2.515
2013-10-20,12.6,19.2,10.8,2.523
2013-10-21,14.6,17.7,0,2.496
2013-10-22,13.4,17.6,0,2.503
2013-10-23,14.1,22.7,6.8,2.51
2013-10-24,15.5,22.1,22.8,2.492
2013-10-25,14.7,19.2,0,2.439
2013-10-26,15.9,21,0.1,2.435
2013-10-27,14.3,21.6,0.2,2.432
2013-10-28,13.8,24.9,0.2,2.428
2013-10-29,15.4,23.9,0.1,2.425
2013-10-30,15.3,19.5,0.3,2.422
2013-10-31,9,19.6,0,2.417
2013-11-01,6.9,19.5,0.1,2.414
2013-11-02,9.5,17.9,0,2.411
2013-11-03,10.4,22.7,0,2.406
2013-11-04,8.5,17,4.9,2.403
2013-11-05,7.5,15.8,2.9,2.384
2013-11-06,6.9,20.2,0.2,2.37
2013-11-07,6.7,17.6,0.2,2.366
2013-11-08,11.7,18.4,0,2.362
2013-11-09,9.1,17.3,0.2,2.357
2013-11-10,6.8,17.8,4.5,2.351
2013-11-11,9.4,14.2,1.3,2.333
2013-11-12,7.6,15.7,1.6,2.325
2013-11-13,7.7,17.1,0,2.314
2013-11-14,9.8,12.2,5.4,2.309
2013-11-15,9.3,12.1,18.7,2.288
2013-11-16,8,13.5,0.1,2.23
2013-11-17,6.6,12.1,0,2.223
2013-11-18,9.9,12.9,0.5,2.217
2013-11-19,10.4,14.7,0.6,2.21
2013-11-20,6.6,15.6,0,2.201
2013-11-21,5.2,12.5,2.7,2.196
2013-11-22,2.4,12.2,0.2,2.176
2013-11-23,6.3,9.9,16.2,2.17
2013-11-24,5.4,10.3,1.6,2.101
2013-11-25,-0.2,11.4,0,2.084
2013-11-26,-2.8,8.4,0,2.079
2013-11-27,-2.5,5.2,0,2.073
2013-11-28,-1.4,7.9,0,2.067
2013-11-29,-3.1,8.2,0,2.061
2013-11-30,-1.6,6.5,0.2,2.055
2013-12-01,0.3,10.7,0,2.048
2013-12-02,0.8,13.2,0,2.042
2013-12-03,-1.5,10.3,0,2.036
2013-12-04,-3.4,9.8,0.1,2.03
2013-12-05,-4.8,9.1,0.1,2.024
2013-12-06,-2.1,12.3,0.2,2.017
2013-12-07,-3.1,9.5,0,2.011
2013-12-08,-3.2,7.7,0.2,2.005
2013-12-09,-2.4,5.4,0.3,1.997
2013-12-10,-1.9,5.3,0.2,1.99
2013-12-11,-1.6,2.8,0.3,1.982
2013-12-12,-0.8,4,0.1,1.973
2013-12-13,-2.6,8.9,0.2,1.965
2013-12-14,-4,10.6,0.2,1.958
2013-12-15,-2.5,8.7,0.1,1.951
2013-12-16,-3.3,9.8,0.2,1.944
2013-12-17,-4.2,9.9,0.1,1.937
2013-12-18,-5.7,7.6,0.2,1.93
2013-12-19,-5.6,6.5,0.1,1.922
2013-12-20,0.3,6.5,0.4,1.915
2013-12-21,4,8.6,0.5,1.907
2013-12-22,1.5,7.9,0.2,1.898
2013-12-23,5.3,8.6,0,1.89
2013-12-24,3.1,5.4,0.2,1.883
2013-12-25,3,15,2,1.875
2013-12-26,3.8,14,4.3,1.864
2013-12-27,2,11.4,0.1,1.849
2013-12-28,0.1,11.7,0.2,1.843
2013-12-29,4.6,9,0.9,1.836
2013-12-30,4.1,10.7,0.5,1.825
2013-12-31,0,8.9,0,1.816
2014-01-01,-1.3,8.7,0.2,1.81
2014-01-02,-0.2,5.4,0.6,1.803
2014-01-03,4,6.3,0.7,1.795
2014-01-04,4.7,11.2,6.6,1.785
2014-01-05,5.7,7.9,8.7,1.764
2014-01-06,2.8,13.1,0.1,1.732
2014-01-07,1.4,10.2,0.2,1.727
2014-01-08,0.6,11.2,0.1,1.72
2014-01-09,2,12.1,0.3,1.715
2014-01-10,0.5,9.8,0,1.709
2014-01-11,6.5,10.8,0,1.703
2014-01-12,6.6,10.4,0,1.696
2014-01-13,6.5,9,0.8,1.69
2014-01-14,2.4,12,1.7,1.681
2014-01-15,0,7.3,0.2,1.671
2014-01-16,-0.3,5.4,0.2,1.664
2014-01-17,4.7,11.9,2.5,1.657
2014-01-18,4.5,6.6,9.6,1.646
2014-01-19,5.6,8.2,7.5,1.606
2014-01-20,6.5,9.5,1.2,1.575
2014-01-21,6.2,12.6,0.2,1.567
2014-01-22,3.4,13.8,0,1.562
2014-01-23,1.6,12.5,3.6,1.557
2014-01-24,4,7.1,4.6,1.539
2014-01-25,-0.1,10.7,0.3,1.518
2014-01-26,-1.1,9.5,0.2,1.513
2014-01-27,1.7,6.6,7.6,1.508
2014-01-28,0.2,3.8,9.5,1.476
2014-01-29,-2.1,9.2,1.3,1.438
2014-01-30,3.6,6.6,14.8,1.429
2014-01-31,3,5.6,8.3,1.371
2014-02-01,4.9,8.6,2.2,1.339
2014-02-02,6.5,8.3,10.7,1.326
2014-02-03,6.8,10.2,7.1,1.287
2014-02-04,5.5,7.9,3.7,1.26
2014-02-05,5.4,9.6,2.4,1.245
2014-02-06,3,11.5,2.2,1.231
2014-02-07,1.6,14.9,0.5,1.219
2014-02-08,3.2,12.5,0,1.216
2014-02-09,2.9,11.6,3.8,1.213
2014-02-10,3.5,9.2,8.1,1.194
2014-02-11,5.1,9.5,8.4,1.159
2014-02-12,2,12.7,0,1.13
2014-02-13,0.2,13.5,0,1.128
2014-02-14,3.9,14.6,0,1.127
2014-02-15,3,14,0.2,1.126
2014-02-16,2.9,12.5,0,1.124
2014-02-17,3.8,14.4,0.6,1.122
2014-02-18,3.6,13.1,0.2,1.12
2014-02-19,8.2,11.7,9.1,1.118
2014-02-20,8,9.3,11.9,1.088
2014-02-21,6.7,15.2,0.3,1.047
2014-02-22,3,10.8,4.9,1.045
2014-02-23,-0.2,14.6,0,1.022
2014-02-24,0.9,13.9,0.2,1.023
2014-02-25,-0.6,15.4,0,1.023
2014-02-26,3.4,14.6,1.7,1.024
2014-02-27,2.6,13.6,0.2,1.02
2014-02-28,1.9,14.3,0,1.02
2014-03-01,3.8,13.1,0.2,1.021
2014-03-02,5.2,10.2,9.3,1.02
2014-03-03,3.7,14.8,0,0.988
2014-03-04,7.3,9.7,30.4,0.989
2014-03-05,6.3,15,1.9,0.905
2014-03-06,5.5,16.7,0,0.903
2014-03-07,4.5,16.9,0,0.905
2014-03-08,3.7,15.7,0,0.908
2014-03-09,1.6,17,0,0.91
2014-03-10,2.7,15.3,0,0.914
2014-03-11,3.2,14.7,0,0.916
2014-03-12,1.4,18.1,0,0.919
2014-03-13,1.4,19.6,0,0.923
2014-03-14,1.8,19.5,0,0.928
2014-03-15,1.1,20.4,0,0.933
2014-03-16,5.4,16.8,0,0.938
2014-03-17,3.6,21.1,0.2,0.942
2014-03-18,6.4,16.9,0.2,0.947
2014-03-19,5.6,20.9,0,0.95
2014-03-20,6,19.1,0.2,0.971
2014-03-21,5.8,20.1,0.2,0.991
2014-03-22,6.7,20.4,0,1.012
2014-03-23,6.9,18.2,5.2,1.033
2014-03-24,3.4,9.7,3.4,1.036
2014-03-25,0.7,13.6,0,1.046
2014-03-26,5.5,12.6,1.8,1.066
2014-03-27,8.6,15.6,1.2,1.08
2014-03-28,6.5,19.5,0,1.066
2014-03-29,4.8,20.3,0,1.057
2014-03-30,4.2,21.8,0,1.05
2014-03-31,4.4,23,0,1.043
2014-04-01,7,21.6,0,1.037
2014-04-02,6.2,21.3,0,1.03
2014-04-03,9.7,18.3,0,1.042
2014-04-04,11.4,15.2,11.6,1.052
2014-04-05,11,16.5,2.1,1.025
2014-04-06,10.2,22.6,0,1.028
2014-04-07,9.1,24.2,0,1.041
2014-04-08,9.2,25.7,0,1.055
2014-04-09,8.9,19.2,0,1.069
2014-04-10,6.4,22.4,0,1.081
2014-04-11,6.7,19.4,0,1.095
2014-04-12,9.7,19.1,0,1.107
2014-04-13,8.2,18.5,0,1.118
2014-04-14,5.6,24.5,0.3,1.13
2014-04-15,8.7,17.9,0,1.139
2014-04-16,5.1,17.9,0.3,1.143
2014-04-17,3.1,19.2,0,1.147
2014-04-18,4,21.4,0,1.154
2014-04-19,9.8,17.5,0.2,1.161
2014-04-20,7.3,21,0,1.165
2014-04-21,10.6,20.3,3.5,1.172
2014-04-22,9.8,21.3,0.2,1.162
2014-04-23,9.2,23,0,1.169
2014-04-24,10.7,26.1,0,1.177
2014-04-25,8.5,25.3,0,1.186
2014-04-26,12,25.7,0,1.197
2014-04-27,12.7,21.5,6.7,1.206
2014-04-28,10.9,13.8,17.8,1.192
2014-04-29,10.4,20.7,0.7,1.13
2014-04-30,9.7,22,2.7,1.162
2014-05-01,11.1,23.3,0.5,1.181
2014-05-02,11,16.5,16.9,1.217
2014-05-03,11.5,19.6,1,1.193
2014-05-04,9.2,20.2,0.2,1.222
2014-05-05,6.2,19.5,0,1.256
2014-05-06,6.8,23.3,0,1.291
2014-05-07,9.2,22.7,0,1.33
2014-05-08,10.9,23.2,0,1.345
2014-05-09,8.6,27,0.3,1.36
2014-05-10,11.1,28,0,1.378
2014-05-11,12.7,25.2,0,1.397
2014-05-12,9.8,22.8,0,1.413
2014-05-13,8,20.2,0,1.428
2014-05-14,7,24.2,0,1.44
2014-05-15,5.9,23,0,1.508
2014-05-16,11.9,23.5,0,1.576
2014-05-17,9.4,24.2,0,1.644
2014-05-18,8,25.9,0,1.712
2014-05-19,8.3,23.8,0,1.782
2014-05-20,11.8,26.2,0,1.849
2014-05-21,10.9,27.1,0,1.918
2014-05-22,13.6,28.7,0,1.988
2014-05-23,14.3,27,0,2.059
2014-05-24,10.7,27.3,0,2.126
2014-05-25,9.4,26.4,0,2.196
2014-05-26,14.1,23.7,6.7,2.266
2014-05-27,11.9,24.3,0.2,2.303
2014-05-28,12,25.1,3.1,2.37
2014-05-29,11.9,25.1,1.7,2.397
2014-05-30,11.2,26.9,22.4,2.426
2014-05-31,11.7,21.7,0.4,2.41
2014-06-01,9.7,24.9,0,2.441
2014-06-02,9.6,25,0,2.475
2014-06-03,11.1,25.6,0.5,2.51
2014-06-04,12.8,26.6,0.1,2.505
2014-06-05,14.1,27.9,0,2.507
2014-06-06,13,29.5,0,2.511
2014-06-07,14.7,31.5,0,2.516
2014-06-08,15.7,33.2,0.8,2.522
2014-06-09,15.3,33.1,0.2,2.529
2014-06-10,14.5,34.3,1.6,2.536
2014-06-11,16.4,35.6,0,2.543
2014-06-12,17.4,36,0,2.552
2014-06-13,18.3,33.7,3.2,2.56
2014-06-14,17.5,27.7,14.5,2.566
2014-06-15,17.3,23.1,0.2,2.535
2014-06-16,15.7,22.4,0.4,2.534
2014-06-17,13.3,25.2,0,2.53
2014-06-18,11.7,26.2,0,2.535
2014-06-19,12.6,29,0,2.541
2014-06-20,14,30.7,0,2.549
2014-06-21,17.1,27.7,0.1,2.558
2014-06-22,15.6,31.7,0,2.562
2014-06-23,18.8,31.8,0,2.571
2014-06-24,17.2,31.5,0.2,2.579
2014-06-25,18.3,24.9,1.8,2.587
2014-06-26,16.8,25.1,9.4,2.579
2014-06-27,16.2,29.1,0,2.56
2014-06-28,15.8,30.7,0,2.566
2014-06-29,15.7,28.5,16.2,2.573
2014-06-30,15.2,28,0,2.544
2014-07-01,14.7,28,0,2.55
2014-07-02,15.5,30.5,0.3,2.561
2014-07-03,15.7,28.8,0,2.574
2014-07-04,13.4,27.9,0,2.585
2014-07-05,16.5,30.4,0,2.597
2014-07-06,17.5,32,0,2.609
2014-07-07,18,33.1,0.5,2.622
2014-07-08,15.9,27.9,7.2,2.635
2014-07-09,15.1,27.9,2.5,2.627
2014-07-10,14.4,22.4,18.4,2.63
2014-07-11,12.9,28.2,0,2.581
2014-07-12,15.9,29.1,1.6,2.593
2014-07-13,17.5,27.9,0.7,2.602
2014-07-14,16.5,27.1,10.3,2.607
2014-07-15,15.4,30.1,0,2.598
2014-07-16,17.2,32.5,0,2.61
2014-07-17,18.3,33.3,0,2.624
2014-07-18,18.5,32.7,0,2.638
2014-07-19,16.4,33.9,0,2.651
2014-07-20,19.2,35,0,2.665
2014-07-21,17.1,26.6,4.1,2.679
2014-07-22,16.9,28.6,0.2,2.672
2014-07-23,19.5,30,0,2.68
2014-07-24,17.2,23,0.8,2.688
2014-07-25,15.9,29.9,0.4,2.685
2014-07-26,16.4,26.4,20.9,2.694
2014-07-27,17.6,27.7,5.1,2.646
2014-07-28,16.8,31,0.2,2.644
2014-07-29,18.6,28.9,1.1,2.653
2014-07-30,16.9,23.1,22.9,2.65
2014-07-31,18,26.9,0.2,2.55
2014-08-01,17.5,30.2,0,2.556
2014-08-02,17.7,32,0,2.566
2014-08-03,17.2,30.7,12.3,2.576
2014-08-04,16.6,30.5,0.2,2.55
2014-08-05,17.6,28.4,13.6,2.559
2014-08-06,16.5,30.7,0,2.518
2014-08-07,15.9,31.3,0,2.528
2014-08-08,16,31.2,0,2.539
2014-08-09,18.8,32.7,0,2.549
2014-08-10,19.4,33,0,2.559
2014-08-11,19.1,33.5,0,2.569
2014-08-12,19.9,33.5,0,2.579
2014-08-13,18.9,31.9,2.7,2.589
2014-08-14,17.3,29.8,14.2,2.589
2014-08-15,15.2,27.9,2.2,2.569
2014-08-16,13.8,23.2,11.8,2.574
2014-08-17,11.9,26.7,0,2.533
2014-08-18,12.8,28.6,0,2.54
2014-08-19,14.7,28.1,0.7,2.561
2014-08-20,16.6,28.3,0,2.575
2014-08-21,16.4,28.4,0,2.594
2014-08-22,15.4,28.9,0,2.613
2014-08-23,15.3,22.7,2.2,2.633
2014-08-24,14.9,26.6,6,2.64
2014-08-25,16.1,25.9,0.2,2.643
2014-08-26,15.4,26.7,0,2.66
2014-08-27,17.5,29.7,0,2.672
2014-08-28,16.5,26.7,0,2.687
2014-08-29,14.5,29.6,0,2.699
2014-08-30,14.6,30.7,0,2.713
2014-08-31,15.9,29.5,0.4,2.728
2014-09-01,14.2,21.5,6.3,2.734
2014-09-02,13.5,22.2,0.1,2.728
2014-09-03,15.8,21.6,1.7,2.738
2014-09-04,16.5,23.3,0.7,2.739
2014-09-05,17.5,26.7,0,2.746
2014-09-06,15.9,28.4,0,2.754
2014-09-07,15,28.4,0,2.765
2014-09-08,15,29,0,2.778
2014-09-09,15.7,29.9,9.8,2.79
2014-09-10,17.6,25.8,7.9,2.759
2014-09-11,15.1,23,6.2,2.742
2014-09-12,12.3,22,2.1,2.725
2014-09-13,10.8,25,0.2,2.728
2014-09-14,13.1,25.8,0,2.738
2014-09-15,12.3,26.4,0,2.749
2014-09-16,13.9,26.7,0,2.76
2014-09-17,13,25.6,0,2.774
2014-09-18,12.4,23.8,0,2.787
2014-09-19,16,22.7,0.4,2.799
2014-09-20,16.6,23.3,12,2.808
2014-09-21,14.9,27.1,0.2,2.781
2014-09-22,13.3,26.1,0,2.794
2014-09-23,9.5,22.8,0,2.807
2014-09-24,7.6,22.2,0,2.818
2014-09-25,11.4,22.8,0,2.83
2014-09-26,9.9,23.9,0,2.841
2014-09-27,10.1,25.1,0,2.853
2014-09-28,11.4,25.7,0,2.864
2014-09-29,10.5,25.5,0,2.876
2014-09-30,10.2,26.6,0.2,2.888
2014-10-01,16,20.3,10.2,2.9
2014-10-02,14.1,24,0.2,2.874
2014-10-03,12,23.8,0,2.884
2014-10-04,10.5,23.9,0,2.894
2014-10-05,9.9,23.5,0.2,2.904
2014-10-06,9.7,22,1.9,2.914
2014-10-07,9.2,22.8,0.2,2.919
2014-10-08,14.5,27.3,0,2.928
2014-10-09,12.7,22.2,0,2.938
2014-10-10,17.3,26,0.2,2.946
2014-10-11,16.5,27.4,26,2.953
2014-10-12,15.9,23.2,0,2.896
2014-10-13,16.4,26.8,6.8,2.903
2014-10-14,14.6,22.6,4.7,2.891
2014-10-15,16.4,20.5,2.1,2.89
2014-10-16,14.1,25,0,2.889
2014-10-17,15.7,25.8,0,2.894
2014-10-18,16.5,24.6,0,2.9
2014-10-19,15.9,24,0.2,2.905
2014-10-20,16.7,21.3,0.2,2.909
2014-10-21,16.7,25.1,0,2.911
2014-10-22,10.9,19.7,0,2.915
2014-10-23,9.7,18.8,0,2.919
2014-10-24,10.8,22.7,0,2.922
2014-10-25,6.8,17.8,0,2.927
2014-10-26,5.1,18.2,0,2.93
2014-10-27,4.2,16.4,0,2.933
2014-10-28,4.6,16.1,0,2.936
2014-10-29,2.3,16.1,0,2.938
2014-10-30,2.1,16.7,0,2.941
2014-10-31,1.8,16.9,0.1,2.944
2014-11-01,3.3,18.9,0,2.947
2014-11-02,2.9,20.7,0,2.95
2014-11-03,3.6,20.6,0,2.953
2014-11-04,10.1,22.3,0,2.956
2014-11-05,14.9,18.7,12.5,2.959
2014-11-06,13.3,16.5,5.2,2.92
2014-11-07,12.1,14.1,0.3,2.905
2014-11-08,12.7,15.3,0.9,2.904
2014-11-09,12.9,17.1,0,2.902
2014-11-10,12.9,16,6.6,2.902
2014-11-11,12.4,17.5,0.6,2.878
2014-11-12,12.3,19.8,0.2,2.876
2014-11-13,13.2,15.7,4.6,2.875
2014-11-14,10.1,17,0,2.862
2014-11-15,9.7,16.6,1.5,2.864
2014-11-16,8.9,16.5,0,2.859
2014-11-17,6.7,12.7,15.2,2.86
2014-11-18,6.5,14.8,0.2,2.801
2014-11-19,3.2,13.7,0,2.788
2014-11-20,1.8,12.4,0.2,2.775
2014-11-21,0.9,9.3,0.2,2.761
2014-11-22,5.7,12.1,0,2.747
2014-11-23,8.8,12.4,0,2.734
2014-11-24,5.1,14.9,0.2,2.72
2014-11-25,5.7,10.9,0.2,2.707
2014-11-26,7.3,9.5,5.1,2.693
2014-11-27,7.2,8.3,1.8,2.665
2014-11-28,7.4,10,1.1,2.644
2014-11-29,9.5,12.1,0,2.626
2014-11-30,11,12.4,4.1,2.612
2014-12-01,10.5,15.7,2,2.586
2014-12-02,9.2,10.9,2.2,2.566
2014-12-03,7.5,10,26.3,2.55
2014-12-04,7.9,10.9,0.6,2.483
2014-12-05,8.1,9.8,8.6,2.465
2014-12-06,9,11.6,2.1,2.424
2014-12-07,7.2,11.1,3.9,2.405
2014-12-08,4.4,13,0,2.382
2014-12-09,3.3,11.4,0,2.37
2014-12-10,0.5,10.2,0.2,2.357
2014-12-11,-0.4,9.2,0,2.344
2014-12-12,-1.3,10,0.2,2.331
2014-12-13,-0.5,8.8,0,2.318
2014-12-14,3.7,8.2,0.2,2.305
2014-12-15,6.3,8.3,0,2.292
2014-12-16,7,9.5,3.5,2.278
2014-12-17,6.1,11.7,0.6,2.247
2014-12-18,1.7,7,0.2,2.232
2014-12-19,3.4,6,0.2,2.218
2014-12-20,1.8,7.9,0.2,2.205
2014-12-21,5,6.3,0,2.191
2014-12-22,2.9,5.4,0,2.177
2014-12-23,2.1,3.5,0.2,2.164
2014-12-24,1.7,4.3,0.2,2.15
2014-12-25,2.9,8.2,0,2.136
2014-12-26,-1.5,8.4,0,2.124
2014-12-27,-3.3,5.5,9.1,2.111
2014-12-28,0,2.5,3.4,2.074
2014-12-29,-2.7,6.7,0.2,2.053
2014-12-30,-4.5,5.4,0.2,2.041
2014-12-31,-3.3,2.7,0.2,2.028
2015-01-01,-4.3,4.1,0,2.015
2015-01-02,-2.3,6.8,0,2.002
2015-01-03,-1.8,8.8,0,1.99
2015-01-04,-0.8,10.2,0.2,1.978
2015-01-05,-3.1,11.9,0,1.966
2015-01-06,-3,7.6,0,1.954
2015-01-07,-2.8,8.5,0.2,1.942
2015-01-08,-1.4,9.8,0,1.93
2015-01-09,-1.9,8.7,0.2,1.918
2015-01-10,-1.7,6.7,0.2,1.905
2015-01-11,-1.5,4.8,0.2,1.893
2015-01-12,-1.4,12.9,0,1.879
2015-01-13,-4,11.3,0,1.868
2015-01-14,-1.4,10.5,0,1.857
2015-01-15,-3.1,8.8,0.2,1.845
2015-01-16,-0.9,14,0,1.833
2015-01-17,3.6,16.3,0.2,1.823
2015-01-18,-1.3,12.9,0,1.812
2015-01-19,-2.7,9.2,0.2,1.801
2015-01-20,-0.3,5.2,0,1.789
2015-01-21,4.2,7.2,2.6,1.777
2015-01-22,4.7,7.3,2.6,1.756
2015-01-23,3.4,9.5,0.4,1.735
2015-01-24,3.3,10.8,0,1.723
2015-01-25,1.8,11,0,1.712
2015-01-26,-2.1,9.9,0,1.701
2015-01-27,-3.6,5.7,0,1.691
2015-01-28,-3.8,10.1,0.3,1.68
2015-01-29,-3.3,6,0.1,1.669
2015-01-30,-1,6.5,6.4,1.658
2015-01-31,-3.8,8.2,0.6,1.63
2015-02-01,-1.4,8.1,8.9,1.619
2015-02-02,-3.5,8.6,0.2,1.581
2015-02-03,-1.9,7.3,0,1.571
2015-02-04,3.8,7.8,1.2,1.561
2015-02-05,2.8,6,34.8,1.547
2015-02-06,1.6,5.7,30.3,1.444
2015-02-07,0.1,5.8,2.5,1.331
2015-02-08,-1.8,6,0.2,1.314
2015-02-09,-3.9,8,0,1.305
2015-02-10,-3.4,10.7,0,1.296
2015-02-11,-1.9,10,0.2,1.288
2015-02-12,-2.5,9.2,0,1.279
2015-02-13,0.2,8.5,0,1.271
2015-02-14,4,11.8,0,1.262
2015-02-15,3.8,11.2,0.3,1.253
2015-02-16,5.1,11.7,2.5,1.244
2015-02-17,1.6,13,0,1.227
2015-02-18,-1.5,11.3,0.2,1.22
2015-02-19,-2.8,11.9,0.1,1.213
2015-02-20,-4,12.1,0,1.206
2015-02-21,-0.4,14.7,0.7,1.199
2015-02-22,7,8.4,9.8,1.191
2015-02-23,5.7,13.9,0,1.144
2015-02-24,4.8,10.1,14.7,1.138
2015-02-25,5.9,9.9,7.5,1.09
2015-02-26,5.7,11.4,0,1.063
2015-02-27,4.4,13.3,0,1.056
2015-02-28,2.3,13.4,0,1.049
2015-03-01,-0.1,14.7,0,1.044
2015-03-02,5.3,13.5,0,1.039
2015-03-03,0.4,12.9,0,1.033
2015-03-04,2.9,13.1,14.4,1.028
2015-03-05,3.3,11.8,0,0.981
2015-03-06,0.2,12.5,0,0.976
2015-03-07,-0.7,12.8,0,0.971
2015-03-08,0,12.6,0,0.966
2015-03-09,-0.9,11.8,0,0.961
2015-03-10,0.2,14.7,0,0.957
2015-03-11,0.9,18,0,0.953
2015-03-12,1.6,14.5,0.1,0.95
2015-03-13,-1.1,14.6,0,0.947
2015-03-14,0.9,14,0,0.944
2015-03-15,5.2,13.9,5.2,0.94
2015-03-16,8.1,10.1,27.7,0.92
2015-03-17,6.1,14.6,11.1,0.865
2015-03-18,3.9,16.1,0.2,0.853
2015-03-19,2,16.1,0,0.875
2015-03-20,1.4,15.7,0.1,0.899
2015-03-21,5.9,15.8,0.2,0.922
2015-03-22,7.9,14.6,0.1,0.943
2015-03-23,5.5,16.2,0.1,0.963
2015-03-24,3.3,16.1,0,0.987
2015-03-25,10.4,12.2,33.5,1.01
2015-03-26,8.2,14.5,4.4,0.913
2015-03-27,5.1,14.6,6.5,0.899
2015-03-28,2.8,17.7,0.1,0.884
2015-03-29,3.5,18.2,0,0.887
2015-03-30,5.7,22.9,0,0.89
2015-03-31,5.8,23.2,0.1,0.896
2015-04-01,5.6,19.8,0.1,0.901
2015-04-02,2.1,20.2,0,0.905
2015-04-03,4.4,15.2,0,0.909
2015-04-04,6.6,9.3,19.5,0.911
2015-04-05,5.4,12.5,3.8,0.862
2015-04-06,0.8,13.4,0,0.85
2015-04-07,0.6,14.7,0,0.846
2015-04-08,-0.8,19.3,0,0.843
2015-04-09,2,17.8,0,0.842
2015-04-10,2,19.7,0,0.84
2015-04-11,4.9,21.8,0,0.839
2015-04-12,5.7,21.1,0,0.839
